Дата;Открытие;Макс;Мин;Закрытие
14.12.2018;110750;110770;110750;110760
14.12.2018;110770;110780;110750;110770
14.12.2018;110780;110790;110740;110770
14.12.2018;110760;110760;110720;110730
14.12.2018;110720;110730;110690;110700
14.12.2018;110710;110720;110700;110720
14.12.2018;110730;110740;110710;110740
14.12.2018;110730;110760;110730;110760
14.12.2018;110750;110760;110720;110730
14.12.2018;110750;110750;110720;110720
14.12.2018;110750;110760;110740;110760
14.12.2018;110750;110760;110740;110750
14.12.2018;110740;110750;110710;110720
14.12.2018;110710;110750;110710;110750
14.12.2018;110750;110750;110730;110740
14.12.2018;110740;110760;110730;110750
14.12.2018;110740;110760;110740;110750
14.12.2018;110750;110770;110750;110750
14.12.2018;110770;110780;110750;110760
14.12.2018;110760;110770;110740;110750
14.12.2018;110750;110780;110750;110780
14.12.2018;110780;110800;110770;110790
14.12.2018;110800;110840;110780;110780
14.12.2018;110770;110790;110760;110760
14.12.2018;110770;110780;110740;110760
14.12.2018;110750;110780;110750;110760
14.12.2018;110750;110750;110720;110730
14.12.2018;110710;110720;110680;110680
14.12.2018;110700;110700;110660;110680
14.12.2018;110680;110690;110660;110670
14.12.2018;110680;110720;110680;110720
14.12.2018;110710;110740;110710;110730
14.12.2018;110720;110750;110710;110710
14.12.2018;110700;110720;110670;110680
14.12.2018;110670;110700;110670;110690
14.12.2018;110680;110690;110680;110690
14.12.2018;110690;110700;110680;110700
14.12.2018;110710;110730;110710;110730
14.12.2018;110730;110740;110700;110740
14.12.2018;110740;110760;110740;110760
14.12.2018;110750;110780;110750;110750
14.12.2018;110750;110760;110730;110750
14.12.2018;110760;110760;110680;110700
14.12.2018;110700;110710;110610;110640
14.12.2018;110640;110720;110610;110700
14.12.2018;110700;110750;110680;110720
14.12.2018;110700;110750;110700;110700
14.12.2018;110710;110710;110650;110680
14.12.2018;110650;110700;110640;110660
14.12.2018;110640;110690;110640;110660
14.12.2018;110650;110670;110600;110630
14.12.2018;110620;110670;110620;110640
14.12.2018;110650;110670;110620;110630
14.12.2018;110630;110640;110600;110600
14.12.2018;110600;110610;110580;110600
14.12.2018;110600;110610;110560;110570
14.12.2018;110570;110620;110560;110620
14.12.2018;110620;110670;110600;110600
14.12.2018;110610;110610;110540;110550
14.12.2018;110540;110590;110530;110580
14.12.2018;110580;110610;110570;110600
14.12.2018;110590;110650;110590;110630
14.12.2018;110640;110650;110620;110630
14.12.2018;110620;110630;110530;110550
14.12.2018;110550;110610;110540;110610
14.12.2018;110600;110600;110560;110580
14.12.2018;110590;110640;110590;110630
14.12.2018;110640;110660;110590;110590
14.12.2018;110600;110630;110600;110630
14.12.2018;110640;110650;110580;110580
14.12.2018;110590;110610;110590;110610
14.12.2018;110600;110600;110550;110600
14.12.2018;110600;110660;110600;110650
14.12.2018;110650;110670;110630;110660
14.12.2018;110660;110680;110630;110640
14.12.2018;110640;110670;110620;110650
14.12.2018;110640;110730;110640;110680
14.12.2018;110680;110710;110670;110700
14.12.2018;110710;110750;110710;110710
14.12.2018;110720;110760;110720;110760
14.12.2018;110740;110750;110710;110730
14.12.2018;110730;110740;110710;110740
14.12.2018;110750;110760;110730;110760
14.12.2018;110750;110760;110710;110710
14.12.2018;110720;110730;110700;110710
14.12.2018;110690;110720;110690;110710
14.12.2018;110720;110770;110720;110750
14.12.2018;110760;110820;110750;110800
14.12.2018;110790;110800;110750;110750
14.12.2018;110760;110790;110760;110770
14.12.2018;110770;110770;110720;110730
14.12.2018;110730;110770;110720;110730
14.12.2018;110740;110740;110700;110720
14.12.2018;110710;110740;110710;110740
14.12.2018;110720;110730;110710;110720
14.12.2018;110710;110730;110680;110730
14.12.2018;110740;110740;110670;110690
14.12.2018;110690;110720;110690;110690
14.12.2018;110680;110730;110680;110720
14.12.2018;110720;110720;110700;110710
14.12.2018;110700;110700;110690;110690
14.12.2018;110680;110730;110670;110710
14.12.2018;110720;110740;110710;110710
14.12.2018;110700;110710;110690;110690
14.12.2018;110680;110710;110680;110700
14.12.2018;110700;110730;110680;110710
14.12.2018;110720;110830;110720;110790
14.12.2018;110780;110800;110750;110750
14.12.2018;110760;110820;110760;110770
14.12.2018;110770;110780;110740;110760
14.12.2018;110750;110760;110730;110730
14.12.2018;110730;110790;110730;110770
14.12.2018;110770;110790;110740;110750
14.12.2018;110760;110770;110760;110760
14.12.2018;110770;110810;110770;110810
14.12.2018;110790;110870;110790;110870
14.12.2018;110860;110880;110830;110850
14.12.2018;110860;110860;110830;110830
14.12.2018;110850;110860;110810;110830
14.12.2018;110810;110830;110780;110780
14.12.2018;110780;110780;110730;110730
14.12.2018;110740;110750;110710;110720
14.12.2018;110710;110710;110660;110690
14.12.2018;110680;110700;110650;110680
14.12.2018;110670;110710;110650;110700
14.12.2018;110680;110720;110610;110630
